44	100	2
45	47	1
45	57	1
45	59	1
45	61	1
45	64	1
45	66	4
45	72	1
45	75	2
45	76	1
45	78	1
45	80	1
45	81	1
45	83	1
45	89	1
45	92	1
45	94	1
45	95	1
45	102	1
46	47	3
46	61	1
46	62	2
46	70	2
46	71	1
46	74	2
46	78	1
46	83	1
46	88	2
46	90	1
46	97	1
46	98	2
46	100	2
46	102	1
46	109	1
47	48	1
47	51	1
47	54	1
47	57	1
47	61	2
47	62	1
47	63	1
47	66	1
47	70	1
47	71	1
47	74	2
47	76	1
47	78	1
47	80	1
47	81	1
47	83	1
47	84	1
47	88	1
47	91	1
47	93	1
47	96	1
47	97	1
47	100	1
47	101	1
47	102	2
47	104	1
47	105	1
47	109	2
48	51	3
48	53	1
48	55	1
48	57	2
48	62	1
48	63	1
48	65	1
48	67	1
48	76	1
48	77	1
48	78	1
48	80	3
48	83	2
48	84	1
48	93	4
48	106	1
48	107	1
48	108	1
49	58	1
49	59	1
49	69	1
49	70	1
49	73	1
49	75	1
49	76	1
49	79	1
49	83	1
49	87	1
49	88	2
49	91	1
49	94	1
49	98	1
49	99	1
49	109	1
50	57	5
50	67	3
50	68	1
50	70	4
50	74	1
50	75	1
50	80	1
50	84	2
50	85	4
50	92	1
50	93	5
50	109	2
51	55	1
51	56	3
51	57	3
51	63	2
51	64	1
51	65	1
51	67	1
51	68	1
51	70	1
51	75	1
51	77	1
51	78	1
51	79	2
51	80	1
51	83	1
51	84	1
51	85	1
51	86	1
51	87	2
51	88	3
51	89	1
51	91	3
51	92	1
51	93	5
51	95	1
51	99	1
51	104	1
51	106	2
51	107	3
51	108	1
51	110	4
52	57	6
52	59	1
52	60	1
52	67	1
52	70	3
52	75	1
52	92	1
52	93	3
52	94	1
52	98	2
52	101	1
52	102	1
52	105	1
52	109	1
52	110	1
53	55	1
53	56	1
53	65	1
53	69	1
53	76	1
53	91	1
53	92	1
53	93	1
53	102	1
53	108	2
54	55	1
54	72	1
54	75	1
54	80	2
54	81	1
54	86	1
54	88	1
54	98	1
54	104	1
54	108	1
54	109	1
55	58	1
55	62	2
55	63	2
55	65	1
55	66	2
55	69	1
55	73	1
55	74	2
55	79	2
55	80	2
55	81	1
55	82	2
55	88	1
55	90	1
55	91	3
55	92	1
55	93	1
55	94	1
55	97	1
55	104	3
55	106	2
55	107	1
55	108	1
56	57	1
56	59	1
56	63	2
56	70	1
56	74	1
56	76	1
56	87	1
56	91	2
56	92	3
56	93	1
56	96	2
56	98	1
56	102	1
56	103	1
56	106	2
56	107	1
56	109	1
57	59	2
57	60	1
57	61	2
57	62	1
57	63	3
57	64	1
57	66	3
57	67	5
57	68	1
57	70	10
57	74	2
57	75	4
57	76	2
57	78	1
57	79	2
57	80	2
57	82	1
57	83	2
57	84	4
57	85	4
57	86	1
57	87	2
57	88	2
57	89	1
57	91	4
57	92	3
57	93	13
57	94	1
57	96	1
57	98	2
57	100	1
57	101	1
57	102	4
57	105	1
57	106	1
57	109	5
57	110	1
58	63	1
58	66	1
58	76	1
58	79	1
58	91	3
58	107	1
59	66	1
59	70	1
59	75	1
59	81	1
59	84	1
59	88	1
59	91	1
59	92	1
59	103	1
60	62	1
60	70	1
60	71	2
60	90	1
60	97	1
60	110	1
61	62	1
61	64	1
61	70	1
61	72	1
61	74	1
61	75	1
61	78	1
61	88	1
61	95	1
61	100	1
61	102	1
61	105	2
61	109	2
62	64	1
62	65	2
62	66	4
62	70	2
62	74	3
62	79	2
62	80	3
62	82	2
62	87	1
62	89	1
62	91	1
62	94	2
62	97	1
62	98	1
62	99	1
62	100	3
62	102	2
62	104	1
62	105	2
62	109	1
63	67	1
63	68	1
63	70	1
63	74	2
63	76	1
63	79	1
63	80	2
63	84	1
63	86	1
63	88	1
63	89	1
63	91	2
63	92	2
63	93	3
63	94	1
63	96	1
63	98	1
63	99	1
63	105	1
63	106	1
63	107	2
63	110	1
64	66	1
64	70	1
64	72	1
64	74	1
64	75	1
64	87	2
64	90	1
64	91	2
64	95	1
64	98	1
65	67	1
65	70	1
65	74	1
65	78	1
65	82	1
65	93	2
65	94	1
65	104	1
65	105	1
65	106	1
65	107	1
65	108	1
65	109	1
66	70	3
66	73	1
66	74	3
66	76	1
66	78	2
66	79	2
66	80	1
66	81	1
66	82	3
66	83	3
66	87	2
66	88	1
66	89	1
66	91	3
66	92	1
66	93	1
66	94	2
66	97	1
66	98	2
66	100	4
