uptake_C,total_agents,iwd_agents,total_exited,iwd_exited,total_completion_rate,iwd_completion_rate,median_exit_time_s,max_exit_time_s,route_changes,uptake_agents,runtime_seconds,simulated_horizon_s,scenario_id,paired_total_exit_difference_from_C0,paired_iwd_exit_difference_from_C0
0.3,2096,689,2056,666,0.980916,0.966618,153.75,359.75,221,628,205.068,360.0000000000476,48,213,68
0.5,2096,689,2092,686,0.998092,0.995646,151.55,351.05,347,1038,197.206,360.0000000000476,48,249,88
0.7,2096,689,2096,689,1.0,1.0,151.2,327.25,472,1435,179.901,327.30000000004014,48,253,91
0.0,2096,476,1689,382,0.805821,0.802521,132.4,359.75,0,0,261.221,360.0000000000476,49,0,0
0.1,2096,476,1763,403,0.841126,0.846639,134.15,359.75,79,205,254.194,360.0000000000476,49,74,21
0.3,2096,476,1900,423,0.906489,0.888655,136.075,359.75,254,645,242.634,360.0000000000476,49,211,41
0.5,2096,476,2061,467,0.983302,0.981092,139.8,359.7,425,1054,200.405,360.0000000000476,49,372,85
0.7,2096,476,2096,476,1.0,1.0,138.425,348.0,582,1471,173.647,348.05000000004486,49,407,94
0.0,2096,92,1541,79,0.73521,0.858696,121.7,359.6,0,0,277.884,360.0000000000476,50,0,0
0.1,2096,92,1623,71,0.774332,0.771739,121.25,359.6,117,222,275.441,360.0000000000476,50,82,-8
0.3,2096,92,1796,83,0.85687,0.902174,118.725,359.6,322,628,258.127,360.0000000000476,50,255,4
0.5,2096,92,1977,91,0.943225,0.98913,119.05,359.6,543,1045,217.999,360.0000000000476,50,436,12
0.7,2096,92,2096,92,1.0,1.0,121.425,351.55,768,1462,198.494,351.60000000004567,50,555,13
0.0,2096,401,1603,317,0.76479,0.790524,155.45,359.85,0,0,265.892,360.0000000000476,51,0,0
0.1,2096,401,1659,320,0.791508,0.798005,155.65,359.85,75,190,272.459,360.0000000000476,51,56,3
0.3,2096,401,1819,355,0.867844,0.885287,160.6,359.75,252,599,223.541,360.0000000000476,51,216,38
0.5,2096,401,1983,382,0.946088,0.952618,164.8,359.8,433,1028,227.204,360.0000000000476,51,380,65
0.7,2096,401,2092,400,0.998092,0.997506,166.725,359.05,622,1489,204.41,360.0000000000476,51,489,83
0.0,2096,358,1616,289,0.770992,0.807263,143.95,359.75,0,0,282.821,360.0000000000476,52,0,0
0.1,2096,358,1687,303,0.804866,0.846369,144.7,359.75,85,208,262.778,360.0000000000476,52,71,14
0.3,2096,358,1829,321,0.872615,0.896648,146.55,359.75,243,585,220.487,360.0000000000476,52,213,32
0.5,2096,358,2007,350,0.957538,0.977654,149.85,359.65,441,1043,218.144,360.0000000000476,52,391,61
0.7,2096,358,2094,358,0.999046,1.0,150.9,351.2,623,1460,200.589,360.0000000000476,52,478,69
0.0,2096,778,1865,677,0.88979,0.87018,168.95,359.9,0,0,242.427,360.0000000000476,53,0,0
0.1,2096,778,1906,681,0.909351,0.875321,164.2,359.65,68,220,226.453,360.0000000000476,53,41,4
0.3,2096,778,2015,723,0.961355,0.929306,169.95,359.9,178,614,221.473,360.0000000000476,53,150,46
0.5,2096,778,2089,772,0.99666,0.992288,169.6,359.85,311,1021,192.099,360.0000000000476,53,224,95
0.7,2096,778,2095,778,0.999523,1.0,168.55,349.75,408,1434,191.279,360.0000000000476,53,230,101
0.0,2096,149,1540,118,0.734733,0.791946,124.375,359.85,0,0,285.845,360.0000000000476,54,0,0
0.1,2096,149,1623,127,0.774332,0.852349,119.9,359.85,106,206,295.137,360.0000000000476,54,83,9
0.3,2096,149,1809,127,0.863073,0.852349,120.65,359.85,340,655,241.524,360.0000000000476,54,269,9
0.5,2096,149,1983,145,0.946088,0.973154,121.25,359.85,543,1056,229.834,360.0000000000476,54,443,27
0.7,2096,149,2095,148,0.999523,0.993289,125.3,359.45,765,1484,193.212,360.0000000000476,54,555,30
0.0,2096,183,1557,144,0.742844,0.786885,128.15,359.65,0,0,282.082,360.0000000000476,55,0,0
0.1,2096,183,1648,155,0.78626,0.846995,129.5,359.65,111,207,273.246,360.0000000000476,55,91,11
0.3,2096,183,1814,162,0.865458,0.885246,126.175,359.65,321,631,239.097,360.0000000000476,55,257,18
0.5,2096,183,1980,180,0.944656,0.983607,129.775,359.65,517,1035,228.606,360.0000000000476,55,423,36
0.7,2096,183,2095,183,0.999523,1.0,129.9,355.15,740,1477,185.706,360.0000000000476,55,538,39
0.0,2096,619,1790,523,0.854008,0.844911,143.925,359.6,0,0,245.542,360.0000000000476,56,0,0
0.1,2096,619,1834,532,0.875,0.859451,145.55,359.6,62,221,251.352,360.0000000000476,56,44,9
0.3,2096,619,1961,578,0.935592,0.933764,148.3,359.6,200,620,227.912,360.0000000000476,56,171,55
0.5,2096,619,2085,608,0.994752,0.982229,153.6,358.55,350,1041,213.17,360.0000000000476,56,295,85
0.7,2096,619,2096,619,1.0,1.0,147.75,345.05,497,1470,187.066,345.1000000000442,56,306,96
0.0,2096,355,1638,294,0.781489,0.828169,141.725,359.85,0,0,262.983,360.0000000000476,57,0,0
0.1,2096,355,1722,310,0.821565,0.873239,143.525,359.85,104,217,244.468,360.0000000000476,57,84,16
0.3,2096,355,1843,316,0.879294,0.890141,141.45,359.85,275,634,243.335,360.0000000000476,57,205,22
0.5,2096,355,2002,350,0.955153,0.985915,144.95,359.8,439,1020,213.893,360.0000000000476,57,364,56
0.7,2096,355,2094,353,0.999046,0.994366,144.2,346.55,621,1446,182.543,360.0000000000476,57,456,59
0.0,2096,448,1721,383,0.821088,0.854911,131.1,359.75,0,0,275.872,360.0000000000476,58,0,0
0.1,2096,448,1797,384,0.857347,0.857143,131.75,359.75,96,225,250.291,360.0000000000476,58,76,1
0.3,2096,448,1965,431,0.9375,0.962054,133.6,359.75,282,627,229.77,360.0000000000476,58,244,48
0.5,2096,448,2088,444,0.996183,0.991071,135.575,359.75,444,1075,221.075,360.0000000000476,58,367,61
0.7,2096,448,2095,448,0.999523,1.0,132.95,354.85,611,1473,188.588,360.0000000000476,58,374,65
0.0,2096,544,1760,467,0.839695,0.858456,147.775,359.75,0,0,229.136,360.0000000000476,59,0,0
0.1,2096,544,1822,473,0.869275,0.869485,149.15,359.75,75,229,255.742,360.0000000000476,59,62,6
0.3,2096,544,1993,528,0.950859,0.970588,155.0,359.65,243,652,222.484,360.0000000000476,59,233,61
0.5,2096,544,2094,542,0.999046,0.996324,155.85,358.95,394,1054,201.815,360.0000000000476,59,334,75
0.7,2096,544,2096,544,1.0,1.0,150.975,337.95,557,1500,176.132,338.0000000000426,59,336,77
0.0,2096,795,1860,686,0.887405,0.862893,173.025,359.9,0,0,224.097,360.0000000000476,60,0,0
0.1,2096,795,1905,699,0.908874,0.879245,171.5,359.9,58,208,252.528,360.0000000000476,60,45,13
0.3,2096,795,2011,731,0.959447,0.919497,172.95,359.65,188,627,232.929,360.0000000000476,60,151,45
0.5,2096,795,2062,761,0.983779,0.957233,175.375,359.8,314,1051,213.753,360.0000000000476,60,202,75
0.7,2096,795,2095,794,0.999523,0.998742,175.8,352.8,427,1468,213.792,360.0000000000476,60,235,108
0.0,2096,334,1594,255,0.760496,0.763473,149.3,359.75,0,0,262.329,360.0000000000476,61,0,0
0.1,2096,334,1669,279,0.796279,0.835329,149.35,359.75,93,212,254.959,360.0000000000476,61,75,24
0.3,2096,334,1816,298,0.866412,0.892216,152.05,359.95,293,657,220.919,360.0000000000476,61,222,43
0.5,2096,334,1983,329,0.946088,0.98503,155.35,359.75,475,1060,209.518,360.0000000000476,61,389,74
0.7,2096,334,2090,330,0.997137,0.988024,155.75,352.9,654,1457,177.216,360.0000000000476,61,496,75
0.0,2096,222,1591,176,0.759065,0.792793,125.75,359.6,0,0,299.026,360.0000000000476,62,0,0
0.1,2096,222,1671,180,0.797233,0.810811,126.25,359.6,100,214,286.779,360.0000000000476,62,80,4
0.3,2096,222,1850,208,0.882634,0.936937,124.9,359.6,307,628,237.06,360.0000000000476,62,259,32
0.5,2096,222,2028,220,0.967557,0.990991,125.975,359.6,527,1062,212.548,360.0000000000476,62,437,44
0.7,2096,222,2096,222,1.0,1.0,127.325,334.9,719,1485,191.851,334.9500000000419,62,505,46
0.0,2096,72,1476,53,0.704198,0.736111,151.225,359.75,0,0,277.27,360.0000000000476,63,0,0
0.1,2096,72,1558,50,0.743321,0.694444,151.975,359.9,121,215,271.091,360.0000000000476,63,82,-3
0.3,2096,72,1735,58,0.827767,0.805556,152.45,359.6,345,637,253.916,360.0000000000476,63,259,5
0.5,2096,72,1923,68,0.917462,0.944444,154.35,359.95,573,1060,200.565,360.0000000000476,63,447,15
0.7,2096,72,2081,68,0.992844,0.944444,159.15,359.65,792,1473,175.158,360.0000000000476,63,605,15
0.0,2096,835,2029,799,0.968034,0.956886,143.35,359.75,0,0,227.013,360.0000000000476,64,0,0
0.1,2096,835,2072,813,0.98855,0.973653,143.2,359.7,61,216,213.321,360.0000000000476,64,43,14
0.3,2096,835,2091,830,0.997615,0.994012,139.7,359.4,162,625,208.474,360.0000000000476,64,62,31
0.5,2096,835,2096,835,1.0,1.0,138.675,349.05,293,1059,175.348,349.1000000000451,64,67,36
0.7,2096,835,2096,835,1.0,1.0,139.325,312.75,426,1481,176.363,312.80000000003685,64,67,36
0.0,2096,664,1791,581,0.854485,0.875,161.9,359.6,0,0,260.915,360.0000000000476,65,0,0
0.1,2096,664,1847,596,0.881202,0.89759,159.4,359.75,63,221,225.801,360.0000000000476,65,56,15
0.3,2096,664,1954,616,0.932252,0.927711,162.55,359.95,210,645,225.714,360.0000000000476,65,163,35
0.5,2096,664,2072,645,0.98855,0.971386,168.45,359.85,350,1056,203.563,360.0000000000476,65,281,64
0.7,2096,664,2095,663,0.999523,0.998494,164.15,336.2,494,1505,202.917,360.0000000000476,65,304,82
0.0,2096,863,1927,773,0.91937,0.895713,176.8,359.65,0,0,239.215,360.0000000000476,66,0,0
0.1,2096,863,1963,777,0.936546,0.900348,174.8,359.85,55,217,238.542,360.0000000000476,66,36,4
0.3,2096,863,2054,821,0.979962,0.951333,174.1,358.6,164,626,220.742,360.0000000000476,66,127,48
0.5,2096,863,2080,847,0.992366,0.98146,177.025,359.05,283,1049,198.162,360.0000000000476,66,153,74
0.7,2096,863,2096,863,1.0,1.0,177.5,358.7,388,1461,191.53,358.7500000000473,66,169,90
0.0,2096,634,1762,540,0.840649,0.851735,152.55,359.75,0,0,252.669,360.0000000000476,67,0,0
0.1,2096,634,1817,547,0.866889,0.862776,152.95,359.9,73,218,258.666,360.0000000000476,67,55,7
0.3,2096,634,1963,593,0.936546,0.935331,156.95,359.95,221,644,220.401,360.0000000000476,67,201,53
0.5,2096,634,2090,629,0.997137,0.992114,159.05,356.85,378,1075,210.535,360.0000000000476,67,328,89
0.7,2096,634,2096,634,1.0,1.0,156.6,352.5,507,1476,189.242,352.5500000000459,67,334,94
0.0,2096,1000,2046,950,0.976145,0.95,162.3,359.95,0,0,222.705,360.0000000000476,68,0,0
0.1,2096,1000,2053,957,0.979485,0.957,160.25,359.65,48,178,226.077,360.0000000000476,68,7,7
0.3,2096,1000,2092,996,0.998092,0.996,157.025,359.65,170,569,217.754,360.0000000000476,68,46,46
0.5,2096,1000,2096,1000,1.0,1.0,155.775,352.25,276,983,209.484,352.3000000000458,68,50,50
0.7,2096,1000,2096,1000,1.0,1.0,157.0,330.4,385,1424,207.293,330.45000000004086,68,50,50
0.0,2096,923,1957,828,0.933683,0.897075,172.2,359.65,0,0,233.909,360.0000000000476,69,0,0
0.1,2096,923,1965,818,0.9375,0.886241,167.3,359.8,45,196,227.563,360.0000000000476,69,8,-10
0.3,2096,923,2030,857,0.968511,0.928494,169.275,359.85,162,596,227.348,360.0000000000476,69,73,29
0.5,2096,923,2085,912,0.994752,0.988082,171.7,359.75,281,1042,212.864,360.0000000000476,69,128,84
0.7,2096,923,2094,921,0.999046,0.997833,173.925,359.5,389,1461,190.449,360.0000000000476,69,137,93
0.0,2096,757,1868,667,0.891221,0.88111,160.95,359.95,0,0,263.551,360.0000000000476,70,0,0
0.1,2096,757,1924,684,0.917939,0.903567,160.45,359.95,61,202,226.123,360.0000000000476,70,56,17
0.3,2096,757,2050,733,0.978053,0.968296,164.525,359.8,190,622,221.851,360.0000000000476,70,182,66
0.5,2096,757,2092,753,0.998092,0.994716,165.45,359.6,323,1070,202.874,360.0000000000476,70,224,86
0.7,2096,757,2096,757,1.0,1.0,166.55,348.4,448,1477,194.809,348.45000000004495,70,228,90
0.0,2096,345,1638,292,0.781489,0.846377,133.475,359.6,0,0,251.782,360.0000000000476,71,0,0
0.1,2096,345,1703,295,0.8125,0.855072,133.85,359.85,85,200,242.354,360.0000000000476,71,65,3
0.3,2096,345,1831,305,0.873569,0.884058,134.25,359.85,261,611,242.37,360.0000000000476,71,193,13
0.5,2096,345,2018,337,0.962786,0.976812,138.075,359.6,459,1061,217.523,360.0000000000476,71,380,45
0.7,2096,345,2096,345,1.0,1.0,138.0,346.0,637,1457,188.771,346.0500000000444,71,458,53
0.0,2096,954,1964,856,0.937023,0.897275,179.525,359.75,0,0,221.163,360.0000000000476,72,0,0
0.1,2096,954,2012,872,0.959924,0.914046,178.7,359.75,62,229,214.573,360.0000000000476,72,48,16
0.3,2096,954,2069,929,0.987118,0.973795,175.05,359.85,172,636,211.698,360.0000000000476,72,105,73
0.5,2096,954,2070,930,0.987595,0.974843,177.425,359.85,275,1049,214.4,360.0000000000476,72,106,74
0.7,2096,954,2091,951,0.997615,0.996855,179.05,352.15,385,1459,216.848,360.0000000000476,72,127,95
0.0,2096,741,1900,668,0.906489,0.901484,152.2,359.9,0,0,224.615,360.0000000000476,73,0,0
0.1,2096,741,1985,704,0.947042,0.950067,153.35,359.9,77,218,220.379,360.0000000000476,73,85,36
0.3,2096,741,2088,733,0.996183,0.989204,158.175,355.9,216,647,191.107,360.0000000000476,73,188,65
0.5,2096,741,2096,741,1.0,1.0,157.625,354.25,340,1063,195.694,354.3000000000463,73,196,73
0.7,2096,741,2096,741,1.0,1.0,155.525,340.55,461,1463,192.638,340.60000000004317,73,196,73
0.0,2096,659,1902,598,0.907443,0.907436,130.975,359.85,0,0,241.003,360.0000000000476,74,0,0
0.1,2096,659,1953,610,0.931775,0.925645,132.25,359.85,58,197,230.18,360.0000000000476,74,51,12
0.3,2096,659,2063,650,0.984256,0.986343,137.05,359.85,174,600,195.482,360.0000000000476,74,161,52
0.5,2096,659,2093,656,0.998569,0.995448,133.3,359.45,313,1008,206.181,360.0000000000476,74,191,58
0.7,2096,659,2096,659,1.0,1.0,129.725,332.2,469,1438,185.358,332.25000000004127,74,194,61
0.0,2096,387,1669,321,0.796279,0.829457,137.9,359.6,0,0,286.477,360.0000000000476,75,0,0
0.1,2096,387,1751,327,0.835401,0.844961,140.8,359.6,98,216,255.515,360.0000000000476,75,82,6
0.3,2096,387,1883,358,0.898378,0.925065,141.3,359.65,258,607,241.864,360.0000000000476,75,214,37
0.5,2096,387,2018,382,0.962786,0.98708,142.55,359.65,424,1003,213.239,360.0000000000476,75,349,61
0.7,2096,387,2095,386,0.999523,0.997416,140.25,348.4,588,1423,196.579,360.0000000000476,75,426,65
0.0,2096,572,1735,477,0.827767,0.833916,145.8,359.8,0,0,251.325,360.0000000000476,76,0,0
0.1,2096,572,1800,491,0.858779,0.858392,149.85,359.8,77,214,238.976,360.0000000000476,76,65,14
0.3,2096,572,1950,523,0.930344,0.914336,151.8,359.8,235,650,219.468,360.0000000000476,76,215,46
0.5,2096,572,2084,561,0.994275,0.980769,156.675,359.9,400,1078,215.876,360.0000000000476,76,349,84
0.7,2096,572,2095,572,0.999523,1.0,153.5,356.7,537,1482,175.603,360.0000000000476,76,360,95
0.0,2096,373,1592,291,0.759542,0.780161,152.35,359.95,0,0,261.352,360.0000000000476,77,0,0
0.1,2096,373,1694,317,0.808206,0.849866,154.45,359.95,100,221,252.067,360.0000000000476,77,102,26
0.3,2096,373,1823,318,0.869752,0.852547,154.45,359.6,279,645,221.041,360.0000000000476,77,231,27
0.5,2096,373,1994,353,0.951336,0.946381,160.775,359.65,468,1072,217.117,360.0000000000476,77,402,62
0.7,2096,373,2092,370,0.998092,0.991957,160.825,359.0,636,1487,185.355,360.0000000000476,77,500,79
0.0,2096,298,1551,227,0.739981,0.761745,143.9,359.75,0,0,266.738,360.0000000000476,78,0,0
0.1,2096,298,1642,249,0.783397,0.83557,146.175,359.75,94,196,264.422,360.0000000000476,78,91,22
0.3,2096,298,1803,261,0.86021,0.875839,148.95,359.75,287,640,237.499,360.0000000000476,78,252,34
0.5,2096,298,1961,291,0.935592,0.97651,150.65,359.85,469,1042,211.211,360.0000000000476,78,410,64
0.7,2096,298,2093,297,0.998569,0.996644,152.45,359.9,665,1472,190.078,360.0000000000476,78,542,70
0.0,2096,112,1503,81,0.71708,0.723214,133.0,359.8,0,0,303.372,360.0000000000476,79,0,0
0.1,2096,112,1573,80,0.750477,0.714286,131.85,359.8,94,185,268.842,360.0000000000476,79,70,-1
0.3,2096,112,1753,92,0.836355,0.821429,130.15,359.8,329,621,251.475,360.0000000000476,79,250,11
0.5,2096,112,1950,111,0.930344,0.991071,131.95,359.85,558,1041,221.666,360.0000000000476,79,447,30
0.7,2096,112,2096,112,1.0,1.0,136.725,356.65,790,1494,184.385,356.7000000000468,79,593,31
0.0,2096,21,1497,14,0.714218,0.666667,123.2,359.65,0,0,293.383,360.0000000000476,80,0,0
0.1,2096,21,1590,15,0.758588,0.714286,120.4,359.65,123,218,288.858,360.0000000000476,80,93,1
0.3,2096,21,1782,17,0.850191,0.809524,115.3,359.65,368,655,244.048,360.0000000000476,80,285,3
0.5,2096,21,1942,19,0.926527,0.904762,118.225,359.65,567,1038,207.064,360.0000000000476,80,445,5
0.7,2096,21,2096,21,1.0,1.0,123.625,346.55,785,1463,199.75,346.60000000004453,80,599,7
0.0,2096,877,2033,849,0.969943,0.968073,163.55,359.8,0,0,236.333,360.0000000000476,81,0,0
0.1,2096,877,2077,863,0.990935,0.984036,162.6,359.8,50,209,226.193,360.0000000000476,81,44,14
0.3,2096,877,2089,870,0.99666,0.992018,158.05,359.95,171,657,196.019,360.0000000000476,81,56,21
0.5,2096,877,2096,877,1.0,1.0,156.975,350.85,290,1074,198.795,350.9000000000455,81,63,28
0.7,2096,877,2096,877,1.0,1.0,156.275,305.0,395,1482,177.357,305.0500000000351,81,63,28
0.0,2096,415,1684,342,0.803435,0.824096,132.825,359.9,0,0,251.41,360.0000000000476,82,0,0
0.1,2096,415,1746,346,0.833015,0.833735,134.025,359.9,77,174,258.742,360.0000000000476,82,62,4
0.3,2096,415,1902,375,0.907443,0.903614,134.975,359.95,259,626,249.088,360.0000000000476,82,218,33
0.5,2096,415,2059,412,0.982347,0.992771,138.65,359.65,426,1062,196.488,360.0000000000476,82,375,70
0.7,2096,415,2096,415,1.0,1.0,135.7,349.65,621,1510,181.319,349.70000000004524,82,412,73
0.0,2096,647,1807,559,0.862118,0.863988,149.65,359.65,0,0,233.689,360.0000000000476,83,0,0
0.1,2096,647,1868,581,0.891221,0.897991,153.7,359.65,71,202,243.919,360.0000000000476,83,61,22
0.3,2096,647,1973,603,0.941317,0.931994,156.75,359.6,200,608,234.084,360.0000000000476,83,166,44
0.5,2096,647,2086,637,0.995229,0.984544,161.325,359.0,342,1038,213.012,360.0000000000476,83,279,78
0.7,2096,647,2096,647,1.0,1.0,157.125,342.65,491,1477,179.969,342.70000000004364,83,289,88
0.0,2096,815,1911,734,0.911737,0.900613,162.95,359.75,0,0,240.442,360.0000000000476,84,0,0
0.1,2096,815,1950,738,0.930344,0.905521,160.45,359.75,63,222,228.206,360.0000000000476,84,39,4
0.3,2096,815,2063,782,0.984256,0.959509,164.95,359.85,198,666,223.964,360.0000000000476,84,152,48
0.5,2096,815,2091,810,0.997615,0.993865,166.25,358.65,323,1091,211.94,360.0000000000476,84,180,76
0.7,2096,815,2094,813,0.999046,0.997546,165.025,345.55,430,1498,185.644,360.0000000000476,84,183,79
0.0,2096,942,2061,907,0.983302,0.962845,151.5,359.45,0,0,228.271,360.0000000000476,85,0,0
0.1,2096,942,2073,919,0.989027,0.975584,149.4,359.85,48,211,208.518,360.0000000000476,85,12,12
0.3,2096,942,2096,942,1.0,1.0,145.225,353.45,191,657,199.114,353.5000000000461,85,35,35
0.5,2096,942,2096,942,1.0,1.0,146.5,339.7,277,1040,196.229,339.750000000043,85,35,35
0.7,2096,942,2096,942,1.0,1.0,144.8,307.7,384,1452,183.38,307.7500000000357,85,35,35
0.0,2096,854,1948,767,0.929389,0.898126,168.15,359.7,0,0,228.833,360.0000000000476,86,0,0
0.1,2096,854,2011,801,0.959447,0.937939,166.25,359.7,49,222,223.595,360.0000000000476,86,63,34
0.3,2096,854,2065,824,0.98521,0.964871,165.05,359.5,166,622,219.681,360.0000000000476,86,117,57
0.5,2096,854,2092,850,0.998092,0.995316,166.725,359.25,284,1044,199.806,360.0000000000476,86,144,83
0.7,2096,854,2095,853,0.999523,0.998829,165.9,359.3,401,1475,215.635,360.0000000000476,86,147,86
0.0,2096,675,1799,581,0.858302,0.860741,160.75,359.95,0,0,240.56,360.0000000000476,87,0,0
0.1,2096,675,1854,597,0.884542,0.884444,163.95,359.85,66,216,228.071,360.0000000000476,87,55,16
0.3,2096,675,1956,613,0.933206,0.908148,165.9,359.85,200,607,212.227,360.0000000000476,87,157,32
0.5,2096,675,2078,658,0.991412,0.974815,172.05,359.8,326,999,207.718,360.0000000000476,87,279,77
0.7,2096,675,2095,675,0.999523,1.0,170.05,353.85,474,1431,203.071,360.0000000000476,87,296,94
0.0,2096,292,1605,237,0.765744,0.811644,136.25,359.85,0,0,263.127,360.0000000000476,88,0,0
0.1,2096,292,1690,248,0.806298,0.849315,137.675,359.85,93,203,246.187,360.0000000000476,88,85,11
0.3,2096,292,1863,269,0.888836,0.921233,138.65,359.85,292,631,222.156,360.0000000000476,88,258,32
0.5,2096,292,2028,292,0.967557,1.0,139.775,359.75,492,1036,213.64,360.0000000000476,88,423,55
0.7,2096,292,2094,292,0.999046,1.0,140.8,359.8,674,1455,170.1,360.0000000000476,88,489,55
0.0,2096,245,1622,208,0.773855,0.84898,127.075,359.85,0,0,274.409,360.0000000000476,89,0,0
0.1,2096,245,1686,210,0.804389,0.857143,124.45,359.7,88,203,250.255,360.0000000000476,89,64,2
0.3,2096,245,1819,219,0.867844,0.893878,123.65,359.75,267,611,250.477,360.0000000000476,89,197,11
0.5,2096,245,1990,238,0.949427,0.971429,124.2,359.75,466,1037,229.698,360.0000000000476,89,368,30
0.7,2096,245,2096,245,1.0,1.0,125.15,336.15,671,1449,149.304,336.20000000004217,89,474,37
0.0,2096,590,1823,518,0.869752,0.877966,134.95,359.65,0,0,229.178,360.0000000000476,90,0,0
0.1,2096,590,1894,527,0.903626,0.89322,135.95,359.9,82,209,224.576,360.0000000000476,90,71,9
0.3,2096,590,2053,573,0.979485,0.971186,138.65,359.85,248,637,202.343,360.0000000000476,90,230,55
0.5,2096,590,2096,590,1.0,1.0,136.175,350.35,405,1053,187.67,350.4000000000454,90,273,72
0.7,2096,590,2096,590,1.0,1.0,133.5,331.55,551,1478,175.695,331.6000000000411,90,273,72
0.0,2096,1039,2063,1006,0.984256,0.968239,144.95,359.8,0,0,206.657,360.0000000000476,91,0,0
0.1,2096,1039,2078,1021,0.991412,0.982676,142.125,359.7,74,235,222.845,360.0000000000476,91,15,15
0.3,2096,1039,2096,1039,1.0,1.0,137.675,343.25,187,656,178.976,343.3000000000438,91,33,33
0.5,2096,1039,2096,1039,1.0,1.0,139.35,325.35,293,1100,193.634,325.4000000000397,91,33,33
0.7,2096,1039,2096,1039,1.0,1.0,140.725,304.25,394,1487,168.435,304.3000000000349,91,33,33
0.0,2096,898,2045,855,0.975668,0.952116,154.95,359.9,0,0,218.328,360.0000000000476,92,0,0
0.1,2096,898,2087,889,0.995706,0.989978,150.35,359.95,60,220,203.987,360.0000000000476,92,42,34
0.3,2096,898,2095,897,0.999523,0.998886,150.65,354.5,162,659,211.732,360.0000000000476,92,50,42
0.5,2096,898,2096,898,1.0,1.0,152.55,333.15,264,1057,210.534,333.2000000000415,92,51,43
0.7,2096,898,2096,898,1.0,1.0,150.525,322.1,375,1489,169.236,322.150000000039,92,51,43
0.0,2096,844,1943,774,0.927004,0.917062,160.0,359.6,0,0,229.245,360.0000000000476,93,0,0
0.1,2096,844,1974,769,0.941794,0.911137,158.2,359.95,68,211,231.956,360.0000000000476,93,31,-5
0.3,2096,844,2078,826,0.991412,0.978673,159.375,357.75,189,662,217.546,360.0000000000476,93,135,52
0.5,2096,844,2095,844,0.999523,1.0,159.55,353.7,297,1048,206.752,360.0000000000476,93,152,70
0.7,2096,844,2096,844,1.0,1.0,158.475,336.25,414,1470,168.798,336.3000000000422,93,153,70
0.0,2096,713,1907,655,0.909828,0.918654,147.1,359.8,0,0,236.065,360.0000000000476,94,0,0
0.1,2096,713,1943,655,0.927004,0.918654,148.0,359.8,65,205,232.65,360.0000000000476,94,36,0
0.3,2096,713,2065,702,0.98521,0.984572,149.55,359.8,182,630,204.951,360.0000000000476,94,158,47
0.5,2096,713,2095,712,0.999523,0.998597,150.2,354.45,321,1037,186.653,360.0000000000476,94,188,57
0.7,2096,713,2096,713,1.0,1.0,146.15,312.05,470,1491,146.026,312.1000000000367,94,189,58
0.0,2096,429,1646,356,0.785305,0.829837,145.575,359.7,0,0,264.65,360.0000000000476,95,0,0
0.1,2096,429,1735,372,0.827767,0.867133,148.7,359.7,94,219,247.203,360.0000000000476,95,89,16
0.3,2096,429,1864,392,0.889313,0.913753,151.225,359.7,264,639,236.594,360.0000000000476,95,218,36
0.5,2096,429,2020,423,0.96374,0.986014,153.275,359.65,437,1045,200.552,360.0000000000476,95,374,67
0.7,2096,429,2096,429,1.0,1.0,152.85,347.95,608,1464,128.322,348.00000000004485,95,450,73
0.0,2096,161,1580,123,0.753817,0.763975,123.75,359.65,0,0,277.504,360.0000000000476,96,0,0
0.1,2096,161,1691,138,0.806775,0.857143,123.1,359.65,122,226,274.379,360.0000000000476,96,111,15
0.3,2096,161,1868,152,0.891221,0.944099,119.375,359.65,337,657,235.437,360.0000000000476,96,288,29
0.5,2096,161,2027,159,0.96708,0.987578,119.0,359.65,534,1057,171.673,360.0000000000476,96,447,36
0.7,2096,161,2096,161,1.0,1.0,120.725,348.9,729,1475,100.663,348.95000000004507,96,516,38
0.0,2096,141,1538,109,0.733779,0.77305,124.05,359.9,0,0,282.437,360.0000000000476,97,0,0
0.1,2096,141,1603,114,0.76479,0.808511,125.2,359.9,92,199,279.868,360.0000000000476,97,65,5
0.3,2096,141,1748,119,0.833969,0.843972,120.825,359.9,294,610,248.667,360.0000000000476,97,210,10
0.5,2096,141,1936,136,0.923664,0.964539,123.875,359.9,501,1020,163.48,360.0000000000476,97,398,27
0.7,2096,141,2094,140,0.999046,0.992908,128.05,357.4,707,1435,102.366,360.0000000000476,97,556,31
0.0,2096,726,1841,642,0.87834,0.884298,164.45,359.95,0,0,179.641,360.0000000000476,98,0,0
0.1,2096,726,1870,640,0.892176,0.881543,162.05,359.95,59,203,119.79,360.0000000000476,98,29,-2
0.3,2096,726,2027,701,0.96708,0.965565,165.45,359.9,209,632,104.82,360.0000000000476,98,186,59
0.5,2096,726,2085,715,0.994752,0.984848,166.35,359.9,349,1064,107.057,360.0000000000476,98,244,73
0.7,2096,726,2096,726,1.0,1.0,163.725,336.0,476,1489,88.482,336.05000000004213,98,255,84
0.0,2096,979,2055,938,0.980439,0.958121,157.9,359.7,0,0,152.163,360.0000000000476,99,0,0
0.1,2096,979,2081,964,0.992844,0.984678,155.8,357.5,67,234,107.985,360.0000000000476,99,26,26
0.3,2096,979,2096,979,1.0,1.0,149.0,358.15,161,630,99.755,358.20000000004717,99,41,41
